BeerID|Beer|Brewer|Aroma|Appearance|Taste|Palate|Overall|MyScore|Comments|Date|Country|State|City|Style
4995|Karmi Classic|Carlsberg Polska|5|4|5|3|10|2.7|Big light beige head. Deep dark red body. Sweet papery malty roasty aroma. Sweet mild lightly roasted milky malty taste with coffee notes. Absolutely no dryness whatever. Papery roasty aftertaste. Interesting. Tastes more like wort than beer. Very bland. (0.5l bottle in Krakow at the Rynek.)|9/2/2007 7:50:27 AM|Poland||Warszawa|Low Alcohol
17915|Okocim Jasne Pelne / Beer|Carlsberg Polska|5|3|5|3|10|2.6|Medium white head. Yellow body. Neutral rubbery light malty aroma with hop notes. Dry hoppy rubbery taste, kind of sharp mouthfeel, with papery malty notes. Dry grassy malty aftertaste. Dull. (0.3l draft on Rynek in Krakow.)|9/2/2007 7:48:09 AM|Poland||Warszawa|Premium Lager
59305|Glutaner Sorghum-Based Premium|Brouwerij Huyghe|3|2|3|2|4|1.4|Small white coarse head does not last. Light coppery body. Sweetish grainy alcohol and vegetable aroma with metallic notes. Acidic watery apple and grain with acid metal notes. Horrible lingering papery watery aftertaste. Awful! I think if I had gluten allergy I'd stick to water, because this is really painful. (0.33l bottle from Centra.)|8/24/2007 3:17:47 PM|Belgium||Melle|Specialty Grain
12087|IBS Rumpy Pumpy|Branded Drinks / Integrated Bottling Solutions|4|4|6|3|11|2.8|Medium offwhite head. Light brown body. Faint sweetish malty aroma, just barely detectable. Dry papery caramel taste with hoppy notes. Somewhat watery. Dry resiny aftertaste. Chalky mouthfeel, sllghtly harsh. Decent, but a bit boring. Clear winners of the &quot;Ugliest Label Ever&quot; contest. No competition, really. (0.5l bottle from Centra.)|8/23/2007 4:32:50 PM|England|Gloucestershire|Coleford|Bitter
4475|Woods Fuchsia Perfect|Woods|7|4|6|3|14|3.4|Medium white head does not last. Hazy red-brown body. Harmonic aroma of caramel, metal, and floral hops with fruity notes. Dry, fruity caramel and wood taste, kind of watery. Aftertaste is very similar with herbal notes. Very nice. (0.5l bottle from Centra.)|8/23/2007 4:30:49 PM|England|Shropshire|Craven Arms|Bitter
29180|Wessex Craft Brewers Jockstrap|Branded Drinks / Integrated Bottling Solutions|5|4|6|3|12|3|Medium offwhite head. Reddish brown body. Faint wooden fruity aroma, very weak. Dry, wooden roasty caramelly taste with floral strawberry notes. Some sweetness as well. Watery. Resiny notes. Dry wooden tobaccoish papery roasty caramel aftertaste. Overall impression is watery roasty caramel. (0.5l bottle from Centra.)|8/23/2007 4:29:24 PM|England|Gloucestershire|Coleford|Bitter
60574|Branded Drinks Sweet F.A.|Branded Drinks / Integrated Bottling Solutions|6|4|6|3|11|3|Big offwhite head. Hazy brownish body. Light malty tea and caramel aroma. Sharpish thin resiny caramel and tea taste with watery notes. Dryish papery hoppy aftertaste. Nice, but not much taste. (0.5l bottle from Centra.)|8/23/2007 1:36:10 AM|England|Gloucestershire|Coleford|Bitter
59202|Okells Aile|Okells|6|4|6|3|13|3.2|Huge lasting brown head. Opaque black body. Milky faintly roasty hoppy minty aroma with smoky notes, very harmonic. Sweetish sharp burnt coconut smoke and licorice taste. A bit watery. Dry, smoky, minty burnt aftertaste. Quite nice, but a bit flat. Probably much better on cask. (0.5l bottle from Centra.)|8/22/2007 4:41:06 PM|Isle of Man||Douglas|Porter
57057|Integrated Bottling Solutions Hazy Days|Branded Drinks / Integrated Bottling Solutions|5|3|6|3|12|2.9|Big offwhite head. Reddish brown body. Light hoppy caramel aroma with resiny notes. Dry, light malty caramelly taste with a drier golden resiny aftertaste. Mild, harmonic, and balanced. Leaves a metallic floral lingering taste. Nice, decent. (0.5l bottle from Centra under the name Integrated Bottling Solutions Hazy Days.)|8/22/2007 4:08:07 PM|England|Gloucestershire|Coleford|Golden Ale/Blond Ale
76735|Atna Riksøl|Atna Bryggeri|4|3|3|2|4|1.6|Small white head. Hazy yellow body. Very harmonic aroma, in which I can make out milky rubber and paper, with a kind of perfumy background. Bitter intensely spicy/herbal taste with strong papery notes. This was very unpleasant, maybe even spoiled. Might do a rerate, if I dare. (0.33l bottle from Gastro.)|8/22/2007 4:05:39 PM|Norway||Atna|Low Alcohol
58801|Neumarkter Lammsbräu Weisse Alkoholfrei|Neumarkter Lammsbräu|5|3|4|3|8|2.3|Big white head. Cloudy opaque yellow body. Aroma of earthy pea hops and paper. Has the Lammsbräu signature aroma. Watery milky papery taste, very mild. Acidic faintly hoppy rubbery aftertaste. Decent, and some flaws. (0.5l bottle from Centra.)|8/22/2007 4:03:32 PM|Germany|Bavaria|Neumarkt in der Oberpfalz|Low Alcohol
12799|Gouden Carolus Tripel|Brouwerij Het Anker|8|3|7|3|17|3.8|Medium white head. Golden body. Full, deep, soft golden fruity sweetish aroma of milky honey, malts, toffee, spice, and hops. Incredible harmony and balance; almost perfect. Sharp, spicy milky honey taste with notes of tobacco and fruit. Dry, musty malty tobacco aftertaste. (0.33l bottle from Dorstvlegel, Antwerp. Probably not a perfect bottle. Want to rerate. And rerate. And rerate.)|8/19/2007 2:26:33 PM|Belgium||Mechelen|Abbey Tripel
75015|Les Trois Mousquetaires Framboise |Les Trois Mousquetaires|6|3|7|3|13|3.2|Biggish pink head. Hazy pink body. Sharpish raspberry aroma, kind of sweetish. Mild, soft sweetish raspberry taste. Tart raspberry aftertaste. Some fluffy candy notes. Nice, drinkable; not terribly remarkable. (0.12l draft at St. Bock, Montreal.)|8/19/2007 1:26:24 PM|Canada|Quebec|Brossard|Fruit Beer
15383|Falcon Bayerskt|Carlsberg Sverige|6|5|5|3|10|2.9|Big offwhite head. Lovely chestnut brown body. Papery, grassy aroma with caramelly notes. Dry, papery caramelly taste with grainy, metallic notes. Dry, metallic, rubbery caramel aftertaste, a bit unpleasant. Partly good, but the underlying rubbery taste rather spoils it for me. (0.5l can from Systembolaget.)|8/19/2007 1:21:05 PM|Sweden||Falkenberg|Vienna
839|St. Ambroise Oatmeal Stout|McAuslan Brewing|7|5|7|3|16|3.8|Biggish creamy brown-beige head. Nearly opaque black body goes dark red at edges. Soft milky caramel aroma with hoppy notes, very harmonic. Mild acidic-dry milky caramel taste develops into a gorgeous smoky harmonic roasty hoppy aftertaste. Mild and drinkable, and very well balanced. (0.275l draft at Le Barbare, Montreal, under the name &quot;Tiguidou Stout&quot;.)|8/19/2007 8:53:33 AM|Canada|Quebec|Montreal|Stout
844|McAuslan Cream Ale|McAuslan Brewing|6|5|6|4|14|3.5|Biggish creamy offwhite head. Body is first milky, then slowly settles into light brown. Faint sweetish honey and resin aroma with fruity notes. Sweetish-dry clean honey and resin taste with grainy, papery notes. Creamy and soft mouthfeel. Dry malty aftertaste. Good session beer. (0.275l draft at Le Barbare, Montreal, under the name &quot;Broue dans L'Toupette.)|8/19/2007 8:51:49 AM|Canada|Quebec|Montreal|Cream Ale
842|McAuslan Frontenac Extra Pale Ale|McAuslan Brewing|5|3|6|3|12|2.9|Thin white head. Yellow body. Light malty straw aroma. Dry clean resiny straw-and-malt taste with honey and grain notes. Sweetish. Dry papery aftertaste. Decent, drinkable. (0.275l draft at Le Barbare, Montreal, under the name &quot;Le Potion Barbaresque&quot;.)|8/19/2007 8:49:55 AM|Canada|Quebec|Montreal|English Pale Ale
52868|Bierbrier Premium Ale|Bierbrier Brewing Inc.|6|3|6|3|14|3.2|Medium white head. Orange body. Hoppy grainy dry straw aroma. Dryish-sweetish malty straw taste with grain notes. Soft, clean mouthfeel with a nice, sharp edge. Very nice! (0.341l draft at Hotel Europa, Montreal.)|8/19/2007 8:46:05 AM|Canada|Quebec|Montreal|Cream Ale
846|St. Ambroise Apricot Wheat Ale|McAuslan Brewing|6|4|6|3|14|3.3|Big offwhite head. Deep orange body with lively carbonation. Strong sweetish apricot aroma with notes of candy and mealy wheat. Mild mealy apricot taste with hoppy, papery notes. Faintly sweetish. Dry papery apricot aftertaste. Interesting, nice, and very drinkable. (0.341l bottle from a grocery store in Montréal.) |8/19/2007 8:44:48 AM|Canada|Quebec|Montreal|Fruit Beer
838|St. Ambroise Pale Ale|McAuslan Brewing|6|4|6|3|14|3.3|Small white head. Brown body with carbonation. Fruity mango hop aroma. Dry resiny fruity taste with herbal notes. Clean mouthfeel. Dry, fruity metallic aftertaste. Nice session beer. (0.341l draft at Hotel Europa, Montreal.)|8/19/2007 8:44:01 AM|Canada|Quebec|Montreal|American Pale Ale
240|Molson Export|Molson Breweries (MolsonCoors)|5|3|5|3|9|2.5|Medium offwhite shiny head. Pale yellow body with carbonation. Light citric aroma. Watery citric light malty taste. Dryish. Mealy empty notes. No aftertaste. Very bland, and incredibly boring. (0.341l draft at Firegrill, Montreal.)|8/19/2007 8:42:08 AM|Canada|Quebec|Montreal|Golden Ale/Blond Ale
72466|La Lièvre IPA Impériale|Microbrasserie du Lièvre|5|4|7|3|14|3.3|Small creamy head. Orange body. Light fruity hoppy aroma. Deep, sweet, and dry fruity hoppy taste with yeasty bready notes. Dry, strawberry, and chocolatey hoppy aftertaste with honey notes. Nice, but mild for its strength. (0.12l draft at St. Bock, Montreal.)|8/19/2007 8:40:50 AM|Canada|Quebec|Mont-Laurier|Imperial/Double IPA
88000|Le Saint-Bock Tamère|Le Saint-Bock|7|4|4|2|6|2.3|No head, just a thin white ring. Hazy deep golden body. Looks more like a whisky. Sweetish golden fruity mango and honey aroma. Bitter wooden empty taste. A real let-down after that aroma! Some cardboard. No aftertaste. Wonderful aroma, but deeply flawed taste. Seems like they haven't fully mastered the cask approach yet. (0.12l cask at St. Bock, Montreal.)|8/19/2007 8:38:29 AM|Canada|Quebec|Montreal|India Pale Ale (IPA)
72138|Le Saint-Bock Brown Ale Omega-3|Le Saint-Bock|5|4|6|2|11|2.8|Small offwhite head. Opaque black body. Thin sooty chocolate aroma. Thin dry burnt taste with chocolate notes. Watery and flat. No aftertaste. Boring! Short review, because there isn't really much to say about this one-dimensional beer. (0.12l draft at St. Bock, Montreal.)|8/19/2007 8:35:39 AM|Canada|Quebec|Montreal|Brown Ale
68769|Hopfenstark Blanche lErmitage|Hopfenstark|5|3|6|3|12|2.9|Small white head. Hazy fruity yellow body. Citric mealy fruity aroma, quite powerful. Mealy dense citric taste with spicy fruity background. Dryish mealy aftertaste. Nice. (0.12l draft at St. Bock, Montreal.)|8/19/2007 8:32:08 AM|Canada|Quebec|L'Assomption|Belgian White (Witbier)
48440|Alexander Keiths Red (Amber Ale)|Oland Brewery (AB-InBev)|6|4|6|3|13|3.2|Small offwhite head. Dark red body with carbonation. Dark fruity malty aroma with cinnamon and perfume notes. Sweet-and-dry perfumy malty taste with dry cardboard metal notes. Peppery mouthfeel, could be the carbonation. Dry cinnamon and paper aftertaste. Nice, but perhaps a bit sweet. (0.275l draft at McLean's pub, Montreal.)|8/19/2007 8:20:41 AM|Canada|Nova Scotia|Halifax|Amber Ale
9783|LAmère à Boire Imperial Stout|LAmère à Boire|6|5|7|4|15|3.7|Biggish grayish beige creamy head. Nearly opaque dark brown body. Sweetish perfumed licorice aroma with apple notes. Sweet stale licorice and apple taste, giving way to a gorgeously hopped dry, grassy, herbal licorice aftertaste. Burnt vanilla and coffee notes linger, as well as dry cocoa. Smooth mild and drinkable. Great! (0.321l draft.)|8/9/2007 12:03:05 PM|Canada|Quebec|Montreal|Imperial Stout
67403|LAmère à Boire Celebratus|LAmère à Boire|5|4|6|3|14|3.2|Small offwhite head. Hazy orange-amber body. Powerful yeasty banana and malt aroma. Sweetish mealy banana and licorice taste, a bit musty, somewhat dry. Notes of apple. Dry peas and licorice aftertaste. Nice session beer. (0.133l draft.)|8/9/2007 11:27:09 AM|Canada|Quebec|Montreal|Weizen Bock
11456|LAmère à Boire Odense Porter|LAmère à Boire|6|4|7|3|15|3.5|Small beige head. Dark reddish brown body. Banana and licorice aroma with pea notes. Sweetish watery banana taste with licorice notes. Spicy and herbal. Great, clear, dry roasty caramel aftertaste. Great! (0.133l draft.)|8/9/2007 11:24:52 AM|Canada|Quebec|Montreal|Dunkel
15117|LAmère à Boire Boucanier|LAmère à Boire|6|5|7|4|15|3.7|Small creamy brown head. Deep dark brown body, barely translucent. Milky, roasty burnt aroma with mealy grainy hoppy notes. Sweetish milky roasty pine needle hop taste. Mild, clean, smooth mouthfeel. Very harmonic, oily mouthfeel. No aftertaste. Wonderfully drinkable. (0.133l draft.)|8/9/2007 11:23:35 AM|Canada|Quebec|Montreal|Porter
10268|LAmère à Boire Fin de Siècle |LAmère à Boire|6|4|7|4|15|3.6|Small offwhite creamy head, orange body. Roasty tea and honey taste with spicy cinnamon notes. Peas and grass. Has kind of an edge to it. Dry grassy resin aftertaste. Excellent! (0.133l draft.)|8/9/2007 11:22:07 AM|Canada|Quebec|Montreal|Amber Ale
8121|LAmère à Boire Pale Ale|LAmère à Boire|5|4|6|3|14|3.2|Medium creamy white head. Hazy orange-yellow body. Sweetish citric tea aroma. Sweetish citric tea and bergamot taste, kind of thin and watery, with a malty, grainy background. Dryish hoppy character. Spicy and lightly peppery. Dry mealy pea-and-hops aftertaste with a touch of metal. Nice session beer. (0.133l draft.)|8/9/2007 11:20:50 AM|Canada|Quebec|Montreal|English Pale Ale
15120|LAmère à Boire Vollbier|LAmère à Boire|5|4|7|4|15|3.5|Small offwhite head. Orangey body. Light, spicy aroma. Dry pea and grass and resin aroma with roasty malty notes. Some dustiness. Beautifully harmonized. Dry mealy hoppy aftertaste. Beautiful session ber. Great! (0.133l draft.)|8/9/2007 11:18:34 AM|Canada|Quebec|Montreal|Vienna
34032|LAmère à Boire Montréal Hell|LAmère à Boire|6|3|7|4|15|3.5|Biggish white head. Yellow body. Thin malty and resiny hop aroma. Dry grainy resiny aftertaste with notes of honey. Beautiful balance and harmony. Dry grainy honey aftertaste. Outstanding session beer. (0.133l draft.)|8/9/2007 11:16:01 AM|Canada|Quebec|Montreal|Dortmunder/Helles
50636|LAmère à Boire Hefeweizen Naturtrub|LAmère à Boire|5|3|6|3|14|3.1|Small white head; yellow hazy body. Thin mealy banana aroma, slightly stale. Sweetish-dry stale banana taste with a clove and spice edge to it. Dry metallic wheaty aftertaste. Nice! (0.133l draft.)|8/9/2007 11:14:35 AM|Canada|Quebec|Montreal|German Hefeweizen
11455|LAmère à Boire Cerna Hora|LAmère à Boire|5|3|7|4|15|3.4|Small white head. Yellow body. Faint, malty grainy hop aroma. Dry grainy hoppy resiny taste, clean and sharp. Very refreshing and balanced. Sweetish. Dry sweetish grass and honey aftertaste. Lovely session beer. (0.133l draft.)|8/9/2007 11:13:18 AM|Canada|Quebec|Montreal|Bohemian Pilsener
72803|Les Brasseurs du Hameau dHam Noire Extra Malt|Les Brasseurs du Hameau|5|4|6|3|12|3|Medium brown head. Opaque black body. Roasty, malty pine needle aroma. Dry musty roasty licorice taste with light hoppy background. Notes of chocolate. Kind of sweetish. Dry musty aftertaste. (0.75l bottle from glouglouburp.)|8/9/2007 11:11:10 AM|Canada|Quebec|St-Joseph-De-Ham-Sud|Stout
7686|New Glarus Raspberry Tart|New Glarus Brewing Company|7|4|7|3|16|3.7|Thin purplish head. Purple haze body. Intense raspberry aroma with blackberry notes. No beating about the bush here. Raspberry. And lots of it. Pure fruit aroma, nothing else. Intense sharp raspberry taste with, again, notes of blackberry. Kind of tart, unsurprisingly. Aftertaste is the same. Excellent! (0.65l bottle from MartinT.)|8/9/2007 11:08:34 AM|United States|Wisconsin|New Glarus|Fruit Beer
3142|Cisco Captain Swains Extra Stout|Cisco Brewers|7|4|6|3|14|3.4|Small brown head. Opaque black body, even looking into the sun. Burnt milky caramel and chocolate aroma with hoppy notes. Thinnish wooden chocolate taste with burnt sooty citric and pine needle notes. Sharpish edgy mouthfeel. Dry sooty taste lingers. Good, but not outstanding. (0.75l bottle at glouglouburp's.)|8/9/2007 11:01:41 AM|United States|Massachusetts|Nantucket|Stout
45249|Weyerbacher Prophecy|Weyerbacher Brewing Co.|6|3|6|3|12|3|Thin white head. Hazy yellow body with floaties. Malty milky tobaccoish aroma with herbal hoppy background. Acidic milky toffeeish taste, kind of sharp and unbalanced, with notes of honey, wood, and marzipan. Dry thin sharpish aftertaste. Unusual, but quite good. (0.65l bottle at glouglouburp's.)|8/9/2007 11:00:10 AM|United States|Pennsylvania|Easton|Abbey Tripel
47474|Middle Ages X Double India Pale Ale|Middle Ages Brewing|7|3|7|3|15|3.5|Small white head. Orangey body. Tropical fruit, citrus, and malts aroma with a sharpish herbal background. Dry, sharpish herbal citric taste, very clean. Quite edgy. Dry herbal grainy aftertaste. Very nice! (0.66l bottle at glouglouburp's.)|8/9/2007 10:54:48 AM|United States|New York|Syracuse|Imperial/Double IPA
58234|Allagash Victoria Ale|Allagash Brewing Company|7|3|7|4|16|3.7|Small white head. Hazy yellow body. Hoppy herbal grassy aroma, quite mild, with notes of mango and apricot. Intense dry-sweet hoppy mango/apricot taste with malty background. Dry herbal banana/mango aftertaste. Excellent! (0.75l bottle at glouglouburp&#8217;s.)|8/9/2007 10:45:07 AM|United States|Maine|Portland|Belgian Strong Ale
66211|Montegioco Demon Hunter|Birrificio Montegioco|7|4|6|3|14|3.4|Small offwhite head. Hazy orange-brown body. Acidic barn aroma with grassy hop notes and a firm maltiness. Dry-and-sweet malty taste with grassy toffee notes. Dry grainy grassy aftertaste. Very nice. Mild, drinkable session beer, except it'll be a short session. (0.75l bottle at glouglouburp's.)|8/9/2007 3:39:03 AM|Italy||Montegioco|Belgian Strong Ale
40679|Rogue Überfest Pilsner|Rogue Ales|7|3|6|3|15|3.4|Thin white head. Yellow body. Malty caramelly aroma with grassy herbal notes. Dry, malty grainy grassy hop taste with toffeeish notes. Very harmonic and balanced. Very nice! (0.66l bottle (or so) via friend of glouglouburp.)|8/9/2007 3:37:00 AM|United States|Oregon|Newport|Pilsener
73192|Half Pints Phils Pils|Half Pints Brewing Co.|7|4|6|3|14|3.4|Small white head. Hazy deep yellow body. Herbal hoppy pea aroma with grassy malty notes. Dry oily pea and grass taste with malty, bready background. Dry grainy pea aftertaste. It's really the hops that make this beer, like with most good pilseners. Nice session beer! (0.66l bottle, thanks to a friend of glouglouburp.)|8/9/2007 3:34:30 AM|Canada|Manitoba|Winnipeg|Pilsener
7681|Vapeur en Folie|Brasserie à Vapeur|7|3|7|3|15|3.5|Small white head. Yellow hazy body. Soft metallic barnyard and grain aroma with acidic wooden background. Dry acidic mild barnyard and grain taste with soft metal background. Soft mouthfeel. Very nice! Apparently benefits from storage. (I guess this is the same point glouglouburp is making below. :) (0.75l bottle from MartinT; stored for 7 years.)|8/9/2007 3:31:58 AM|Belgium||Leuze-Pipaix|Saison
241|Molson Dry|Molson Breweries (MolsonCoors)|5|3|6|3|11|2.8|Biggish offwhite coarse shiny head. Yellow body with carbonation. Fresh apple and grain aroma. Clean, dry apple and corn taste with papery notes. Some residual sweetness. Aftertaste is the same. Ok, but unremarkable. (0.341l bottle at Presse Cafe, Montreal.)|8/6/2007 9:17:16 AM|Canada|Quebec|Montreal|Pale Lager
841|McAuslan Griffon Brown Ale|McAuslan Brewing|5|4|6|3|12|3|Small white head. Amber body. Sugary malty aroma, very mild. Dry roasty caramel taste with grain and corn notes. Nice, but nothing major. (0.341l bottle at Hotel Europa.)|8/6/2007 9:15:26 AM|Canada|Quebec|Montreal|Brown Ale
1518|Alexander Keiths India Pale Ale|Oland Brewery (AB-InBev)|5|3|5|3|11|2.7|Small white head, pale yellow body. Light, malty musty aroma. Dryish grass, corn, and chalk taste, pretty light. Dry, musty malt aftertaste. Somewhat refreshing, but boring and some off tastes. (0.275l at McLean's pub, Montreal.)|8/6/2007 9:14:26 AM|Canada|Nova Scotia|Halifax|Golden Ale/Blond Ale
252|Labatt Blue|Labatt Breweries (InBev)|6|3|4|3|8|2.4|Small white head shrinks quickly. Yellow body with carbonation. Clean apple, grain, and straw aroma with hoppy notes. Thin watery papery grain taste with chalky, sharpish aftertaste. Yucky papery corn taste lingers. Flawed and boring. (0.341l bottle at Kyoto restaurant in Montreal.)|8/6/2007 9:13:04 AM|Canada|Ontario|London|Pale Lager
8191|Belle Gueule Rousse|Brasseurs RJ|6|4|6|3|14|3.3|Thin white head. Amber body. Deep sweetish malty grainy aroma with notes of corn and toffee. Dry sweetish taste with a nice dryish malty edge to it. Grassy hoppy, toffeeish background with faint roastiness. Dry roasty aftertaste, kind of neutral. Very nice session beer.  (0.341l bottle from a grocery store on Laurier.)|8/3/2007 11:08:16 PM|Canada|Quebec|Montreal|Vienna
2135|Belle Gueule Originale|Brasseurs RJ|6|3|6|3|13|3.1|Medium white head. Orange body. Mealy malty grain aroma with papery milky notes. Dryish tobaccoish malty taste with grainy fruity notes. Dry, grassy malty aftertaste. Nice, tasty, not revolutionary. (0.341l bottle from a grocery store on Laurier.)|8/3/2007 11:07:44 PM|Canada|Quebec|Montreal|Vienna
24350|Dieu du Ciel Aphrodisiaque|Dieu du Ciel|7|5|7|5|17|4.1|Medium creamy offwhite head. Seemingly opaque dark red body. Smoky cocoa and vanilla aroma, very mild and balanced. Deep yet mild dry cocoa and vanilla taste, fantastically well balanced. Sweetish. Dryish cocoa and hop aftertaste. Beautiful! Incredible that they managed to balance it so well. (0.275l draft.)|8/3/2007 11:07:16 PM|Canada|Quebec|Montreal|Stout
50935|Dieu du Ciel Corpus Christi|Dieu du Ciel|6|4|7|4|15|3.6|Thin white head. Dark amber body. Sweetish roasty caramel aroma. Soft nutty roasty caramel malt taste, kind of dusty, with wild berry notes. Soft, smooth mouthfeel. Lovely dry edge to it. Nutty and hoppy. Dry, roasty aftertaste. A beautiful session beer. (0.275l draft.)|8/3/2007 11:05:37 PM|Canada|Quebec|Montreal|American Pale Ale
8113|Dieu du Ciel Blanche du Paradis|Dieu du Ciel|6|3|6|3|13|3.1|Smallish white head. Hazy yellow body with light carbonation. Citric, spicy mealy aroma. Dryish acidic spicy coriander taste, kind of mealy. Dry, spicy coriander aftertaste. Nice, balanced, not their best. (0.275l draft.)|8/3/2007 11:03:49 PM|Canada|Quebec|Montreal|Belgian White (Witbier)
15125|Dieu du Ciel Rigor Mortis Blonde|Dieu du Ciel|5|3|6|3|14|3.1|Thin white head. Light orange body. Spicy, fruity aroma. Sweetish-fruity-dry taste, quity dusty, spicy and grassy. Very balanced and harmonic. Dry, grassy aftertaste. Very nice session beer. (0.275l draft.)|8/3/2007 11:02:25 PM|Canada|Quebec|Montreal|Belgian Ale
15123|Dieu du Ciel Déesse Nocturne|Dieu du Ciel|5|5|7|4|16|3.7|Medium creamy beige-brown lasting head with a fringe of larger bubbles. Seemingly opaque black body. Faint milky roasty aroma. Sweetish dry milky licorice and burnt almonds taste with nutty metallic notes. Beautiful balance and very soft moufhfeel. Dry licorice, nuts, and metal aftertaste with strong burnt almonds character. Wonderful session beer; great stout interpretation. (0.275l draft.)|8/3/2007 11:01:06 PM|Canada|Quebec|Montreal|Stout
2134|Dieu du Ciel Fumisterie|Dieu du Ciel|6|3|6|3|13|3.1|Small offwhite head with larger bubbles. Amber body. Sweetish lightly roasted malty aroma. Sweetish-dry cinnamon and malt taste, slightly roasted and spicy, with a faintly metallic background. Dusty caramel notes. Dry, spicy malty aftertaste with faint papery notes. Nice, balanced session beer. (0.275l draft.)|8/3/2007 10:57:54 PM|Canada|Quebec|Montreal|Spice/Herb/Vegetable
56903|Le Chaudron Logique Bio|La Micro de Bromont|6|3|6|3|12|3|Small white head. Pale yellow body with small floating particles and carbonation. Dense spicy ripe fruit aroma, kind of strong. Sweetish mealy fruity taste with a soft metal background. Dry, softly metallic aftertaste. It's OK. (0.341l bottle from Depanneur Peel.)|8/3/2007 10:55:53 PM|Canada|Quebec|Bromont|Golden Ale/Blond Ale
15415|La Blanche de Lille |Les 3 Brasseurs|5|3|5|2|10|2.5|Biggish white head. Pale hazy grayish body. Artificial mealy aroma. Acidic sharp spicy mealy taste, kind of dry. Dry, citric metallic aftertaste. Didn't appeal to me, to sharp, spicy, artificial and unbalanced. (0.275l draft Montreal, St. Catherine.)|8/3/2007 10:55:13 PM|France||Lille|Belgian White (Witbier)
15412|La Blonde des 3 Brasseurs |Les 3 Brasseurs|5|3|6|3|13|3|Biggish white head. Pale yellow body. Light grainy malty aroma. Dryish mealy taste of Christmas spice with fruity notes. Surprisingly sharp. Dry, mealy sharp spicy aftertaste. Nice, but the spices are too sharp and unbalanced, on the whole not worth a detour. (0.275l on draft in Montreal, St.Catherine)|8/3/2007 10:53:48 PM|France||Lille|Golden Ale/Blond Ale
3374|Sleeman Cream Ale|Sleeman Brewing & Malting Co. (Sapporo)|5|4|6|4|11|3|Big shiny offwhite head. Yellow body with lots of carbonation. Thin malty aroma. Malty perfumed taste, somewhat vague. Smooth, clean mouthfeel. Traces of corn and hops. No real aftertaste, just a little metal. It's OK, a bit of flavour, and no real offtastes. (0.355l can, courtesy of Air Canada.)|8/3/2007 10:51:11 PM|Canada|Ontario|Guelph|Cream Ale
237|Molson Canadian|Molson Breweries (MolsonCoors)|5|4|5|3|11|2.8|Huge offwhite shiny head settles slowly. Pale yellow body with carbonation. Faint fruity grassy aroma. Sweet fruity papery taste, quite dry. Smooth empty mouthfeel. Perfumy notes. No real aftertaste. Has quite a bit of taste, but is flawed. Different, though. (0.355l can courtesy of Air Canada.)|8/3/2007 10:49:13 PM|Canada|Quebec|Montreal|Pale Lager
10878|Radermacher Rader Ambrée|Brasserie de l'Abbaye du Val-Dieu|5|4|2|2|2|1.5|Huge shiny offwhite head. Hazy amber body. Strange thin fruity and herbal aroma. Thin, sharp, vomity alcoholic taste. Dry, sugary vomity aftertaste. Dreadful. Absolutely disgusting. (0.33l bottle from Dorstvlegel, Antwerp. May have been off. BBF was 10/2009.)|7/29/2007 4:27:58 PM|Belgium||Aubel|Belgian Strong Ale
7045|La Binchoise Speciale Noel|Brasserie La Binchoise|6|4|6|3|13|3.2|Big white head shrinks slowly. Biggish amber body with small yeast floaties. Alcoholic fruity licorice aroma with sour milk notes. Spicy fruity licorice taste with wooden, bready alcoholic notes. Peppery, hot mouthfeel, probably partly because of the alcohol. Dry, mealy aftertaste. Nice, but nothing special. Probably better if stored better. (0.33l bottle from Dorstvlegel, Antwerp.)|7/29/2007 4:26:27 PM|Belgium||Binche|Belgian Strong Ale
13753|Krusovice Imperial 12°|Královský pivovar Krusovice (Heineken)|5|3|6|3|13|3|Medium white head. Light orange body. Chalky metallic apple and malt aroma, very light. Strong grainy apple taste with metallic, earthy straw notes. Very harmonic and unified taste. Clean palate. Dry, grassy metallic aftertaste. Very nice! Good example of the style. (0.5l bottle, Det Åpne Teater, Oslo.)|7/29/2007 6:05:50 AM|Czech Republic||Krusovice|Bohemian Pilsener
22561|Leroy Stout|Bierbrouwerij Leroy|5|4|6|3|11|2.9|Big brown head. Deep dark red translucent body. Neutral smoky licorice aroma. Sweet earthy watery licorice taste with no bitterness. Licorice aftertaste. Too simple and flat. No resistance, no depth. (0.33l bottle from Dorstvlegel, Antwerp.)|7/27/2007 6:07:24 PM|Belgium||Boezinge|Sweet Stout
60626|De Arend Patrasche Bruin|De Proefbrouwerij|7|4|6|3|13|3.3|Biggish offwhite head. Amber reddish body. Sweet syrupy fruity aroma with spicy toffee and wood notes. Some alcohol can be deteced. Sweet sugary sharpish alcoholic toffee and candy taste. A touch watery. Peppery, notes of wood. Aftertaste is slightly stale and tobaccoish. Leaves the lips sticky. Good, but not great. A bit too sweet. (0.33l bottle from Dorstvlegel, Antwerp.)|7/27/2007 6:05:20 PM|Belgium||Lochristi - Hijfte|Belgian Strong Ale
